location_name,full_address,zipcode,serves,site_type,days_of_week_open,url,phone,email,appointment_info,instructions_at_site,accessibility,latitude,longitude,location_type,vaccines_available
Boston: South Boston Community Health Center,"409 W Broadway, South Boston, MA 02127",2127,All eligible people statewide,Indoor,Monday-Friday,http://bit.ly/38SUWs2,,,Appointments available Monday-Friday,"We offer direct scheduling for 1st doses and catch-up 2nd doses.
Please arrive at the back door off of Silver St.
No parking available",,42.336927,-71.047928,#green-star,"Moderna, Pfizer"
Boston: Sullivan's Health Care Inc,"30 Belgrade Avenue, Boston, MA 02131",2131,All eligible people statewide,Indoor,Daily,,617-323-6544,,,,,42.286672,-71.131318,#blue-star,"Johnson and Johnson, Moderna"
Boston: Tai Tung Pharmacy,"256 Harrison Avenue, Boston, MA 02111",2111,All eligible people statewide,Indoor,,https://www.taitungrx.com/covid-19-vaccine-info,,,,,,42.347765,-71.06268,#blue-star,"Johnson and Johnson, Moderna"
Boston: Tufts Medical Center at Courtyard by Marriott Boston Downtown,"279 Tremont Street, Boston, MA 02116",2116,All eligible people statewide,Indoor,Monday-Friday,https://www.tuftsmcvaccine.org/,,,"If you currently qualify for a vaccine, please go to our website to schedule an appointment and register for your visit. Please do not call Tufts MC or the Courtyard by Marriott.","The Courtyard by Marriott is accessible by the MBTA Orange Line, “Tufts Medical Center” stop and the Green Line, “Boylston St” stop. Additionally, by bus 11 or the Silver Line to “Washington St at Tufts Med Ctr” stop and bus 43 to “285 Tremont Street” stop. For non-English speaking community members, we will have interpreter services present to help answer any questions.",The vaccination site is wheelchair accessible and staff are available to assist with wheelchair access. We have wheelchairs onsite for use.,42.349702,-71.065303,#green-star,Pfizer
Boston: Walgreens (1 Central Sq),"1 Central Sq, Boston, MA 02128",2128,All eligible people statewide,Indoor,Daily,https://home.color.com/vaccine/register/natickmall,800-925-4733,,,Appointment only,,42.374275,-71.039073,#blue-star,Moderna
Boston: Walgreens (1603 Washington St),"1603 Washington St, Boston, MA 02118",2118,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.338087,-71.074759,#blue-star,Pfizer
Boston: Walgreens (1999 Centre St),"1999 Centre St, Boston, MA 02132",2132,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.281719,-71.157895,#blue-star,Moderna
Boston: Walgreens (2275 Washington St),"2275 Washington St, Boston, MA 02119",2119,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.330458,-71.083744,#blue-star,Pfizer
Boston: Walgreens (585 Washington St),"585 Washington St, Boston, MA 02124",2124,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.291121,-71.071674,#blue-star,Moderna
Boston: Walgreens (Boylston St),"841 Boylston St, Boston, MA 02116",2116,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.348703,-71.082492,#blue-star,Johnson and Johnson
Boston: Walgreens (Cambridge St),"465 Cambridge St, Boston, MA 02134",2134,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.353878,-71.136737,#blue-star,Pfizer
Boston: Walgreens (Dorchester Ave),"1100 Dorchester Ave, Boston, MA 02125",2125,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.31324,-71.057145,#blue-star,"Johnson and Johnson, Pfizer"
Boston: Walgreens (E Broadway),"710 E Broadway, Boston, MA 02127",2127,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.335606,-71.036489,#blue-star,Pfizer
Boston: Walgreens (Hyde Park Ave),"1329 Hyde Park Ave, Boston, MA 02136",2136,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.253434,-71.124634,#blue-star,Pfizer
Boston: Walgreens (Morton St.),"825 Morton St, Boston, MA 02126",2126,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.281807,-71.087409,#blue-star,Pfizer
Boston: Walgreens (School St),"24 School St, Boston, MA 02108",2108,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.357597,-71.059084,#blue-star,Moderna
Boston: Walgreens (Tremont St),"1630 Tremont St, Boston, MA 02120",2120,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.334079,-71.104626,#blue-star,Pfizer
Boston: Walgreens (Truman Hwy),"1065 Truman Hwy, Boston, MA 02136",2136,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.241901,-71.126378,#blue-star,Pfizer
Bourne: CVS (Head Of The Bay Rd),"6 Head Of The Bay Road, Bourne, MA 02532",2532,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,41.752422,-70.597525,#blue-star,Moderna
Bradford: Whittier Rehabilitation Hospital,"145 Ward Hill Avenue, Bradford, MA 01835",1835,All eligible people statewide,Indoor,"Tuesday ,Thursday",https://www.whittierhealth.com/covid-vaccine-clinics/,,,,Located directly off of Exit 48 off 495; enter the front entrance of the building where you will be screened prior to the clinic.,,42.76155,-71.117554,#green-star,Moderna
Braintree: CVS (178 Washington St),"178 Washington St., Braintree, MA 02184",2184,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.227976,-71.003742,#blue-star,Moderna
Braintree: CVS (884 Washington St),"884 Washington St, Braintree, MA 02184",2184,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,,,42.203287,-71.005112,#blue-star,Pfizer
Braintree: CVS (Granite St),"250 Granite St, Braintree, MA 02184",2184,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.219486,-71.026795,#blue-star,Moderna
Braintree: CVS (Grove St),"270 Grove St, Braintree, MA 02184",2184,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.190488,-70.988218,#blue-star,Moderna
Braintree: Stop & Shop (Grove Street),"316 Grove Street, Braintree, MA 02184",2184,All eligible people statewide,Indoor,Daily,https://www.stopandshop.com/covid-vaccine,781-356-8596,,,,,42.19018,-70.987776,#blue-star,"Johnson and Johnson, Moderna"
Braintree: Walgreens (Pearl St),"11 Pearl St, Braintree, MA 02184",2184,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.20226,-71.004486,#blue-star,Moderna
Bridgewater: CVS (Summer St),"19 Summer St, Bridgewater, MA 02324",2324,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,,,41.989379,-70.97391,#blue-star,Pfizer
Bridgewater: Walgreens (Central Sq.),"4 Central Sq., Bridgewater, MA 02324",2324,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,41.990196,-70.975402,#blue-star,Moderna
Brighton: CVS (427 Washington Street),"427 Washington Street, Brighton, MA 02135",2135,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.349103,-71.156407,#blue-star,Moderna
Brighton: CVS (Beacon St),"1927 Beacon St, Brighton, MA 02135",2135,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.336118,-71.149112,#blue-star,Moderna
Brighton: CVS (Market Street),"207 Market Street, Brighton, MA 02135",2135,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.355453,-71.149537,#blue-star,Pfizer
Brighton: Osco (Western Ave),"370 Western Ave, Brighton, MA 02135",2135,All eligible people statewide,Indoor,Daily,https://www.mhealthappointments.com/covidappt,617-782-1628,,,,,42.362809,-71.138176,#blue-star,"Johnson and Johnson, Moderna, Pfizer"
Brockton: CVS (Belmont Street),"555 Belmont Street, Brockton, MA 02301",2301,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.074006,-71.041651,#blue-star,Moderna
Brockton: CVS (Cary Hill Plaza),"230 East Ashland St, Cary Hill Plaza, Brockton, MA 02302",2302,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.089313,-71.00096,#blue-star,Pfizer
Brockton: CVS (Centre St),"355 Centre St., Brockton, MA 02302",2302,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.083865,-71.005654,#blue-star,Pfizer
Brockton: CVS (Main St),"1267 Main St, Brockton, MA 02301",2301,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.060487,-71.01439,#blue-star,Moderna
Brockton: CVS (North Pearl St),"316 North Pearl Street, Brockton, MA 02301",2301,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.099942,-71.066621,#blue-star,Pfizer
Brockton: CVS (Oak St),"240 Oak St, Brockton, MA 02301",2301,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.100933,-71.034962,#blue-star,Pfizer
Brockton: Osco (Belmont St),"641 Belmont Street, Brockton, MA 02301",2301,All eligible people statewide,Indoor,Daily,https://www.mhealthappointments.com/covidappt,508-584-8520,,,,,42.07143,-71.044501,#blue-star,"Johnson and Johnson, Moderna, Pfizer"
Brockton: Stop & Shop (North Montello Street),"932 North Montello Street, Brockton, MA 02301",2301,All eligible people statewide,Indoor,Daily,https://www.stopandshop.com/covid-vaccine,508-427-6582,,,,,42.10938,-71.025138,#blue-star,Johnson and Johnson
Brockton: Walgreens (Centre St.),"771 Centre St., Brockton, MA 02302",2302,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.086744,-70.987098,#blue-star,Pfizer
Brockton: Walgreens (Main St),"1101 Main St, Brockton, MA 02301",2301,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.063833,-71.015568,#blue-star,Pfizer
Brockton: Walgreens (Pleasant St.),"610 Pleasant St., Brockton, MA 02301",2301,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.089157,-71.044854,#blue-star,Moderna
Brockton: Walmart (Oak St.),"700 Oak St, Brockton, MA 02301",2301,All eligible people statewide,Indoor,Daily,https://www.walmart.com/pharmacy/,508-584-2333,,,,,42.101332,-71.055935,#blue-star,"Moderna, Pfizer"
Brookline: CVS (Beacon Street),"1322 Beacon Street, Brookline, MA 02446",2446,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.342304,-71.121109,#blue-star,Moderna
Brookline: CVS (Harvard Street),"294 Harvard Street, Brookline, MA 02446",2446,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.343055,-71.122704,#blue-star,Moderna
Brookline: CVS (Washington St),"400 Washington St., Brookline, MA 02446",2446,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.334864,-71.123745,#blue-star,Moderna
Brookline: Holtzman Medical Group,"1180 Beacon St, Brookline, MA 02446",2446,All eligible people statewide,Indoor,Varies,https://www.holtzmanmedical.org/covid19,,,,Take the elevator to the 6th floor,,42.344088,-71.114693,#green-star,Moderna
Brookline: Walgreens (Harvard St.),"99 Harvard St., Brookline, MA 02446",2446,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.336179,-71.12075,#blue-star,Pfizer
Burlington: CVS (242 Cambridge St),"242 Cambridge St., Burlington, MA 01803",1803,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.512975,-71.202454,#blue-star,Pfizer
Burlington: CVS (34 Cambridge St),"34 Cambridge Street, Space 160, Burlington, MA 01803",1803,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.484011,-71.18918,#blue-star,Moderna
Burlington: Osco (Cambridge St),"180 A Cambridge Street, Burlington, MA 01803",1803,All eligible people statewide,Indoor,Daily,https://www.mhealthappointments.com/covidappt,781-221-0144,,,,,42.509923,-71.198975,#blue-star,"Johnson and Johnson, Moderna, Pfizer"
Burlington: Wegmans,"53 Third Avenue, Burlington, MA 01803",1803,All eligible people statewide,Indoor,Daily,https://www.wegmans.com/covid-vaccine-registration/,(800) 207-6099,,,Vaccine is available by appointment only. Appointments can be made online. Please bring insurance card and/or state ID if you have one.,,42.487604,-71.224968,#blue-star,Pfizer
Cambridge: Cambridge Health Alliance (Cambridge St),"1493 Cambridge St, Cambridge, MA 02139",2139,All eligible people statewide,Indoor,,,617-665-1438,,,,,42.374186,-71.104455,#blue-star,Moderna
Cambridge: Cambridge Health Alliance (Gore Street),"163 Gore Street, Cambridge, MA 02139",2139,All eligible people statewide,Indoor,,https://www.challiance.org/patients-visitors/covid-19-vaccine,617-499-6690,,,,,42.372726,-71.085618,#blue-star,"Johnson and Johnson, Moderna"
Cambridge: CVS (Alewife Brook Pkwy),"215 Alewife Brook Parkway, Cambridge, MA 02138",2138,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.389576,-71.142644,#blue-star,Moderna
Cambridge: CVS (Cambridge St),"225 Cambridge St, Cambridge, MA 02141",2141,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.371002,-71.079722,#blue-star,Moderna
Cambridge: CVS (JFK Street),"6 JFK Street, Cambridge, MA 02138",2138,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.372822,-71.119955,#blue-star,Moderna
Cambridge: CVS (Mass Ave),"624 Massachusetts Ave., Cambridge, MA 02139",2139,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.365282,-71.103512,#blue-star,Pfizer
Cambridge: CVS (White St),"36 White St, Cambridge, MA 02140",2140,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.388722,-71.118753,#blue-star,Moderna
Cambridge: Inman Pharmacy Inc,"1414 Cambridge Street, Cambridge, MA 02139",2139,All eligible people statewide,Indoor,Wednesday-Friday,http://www.inmanpharmacy.com/,617-876-4868,,,,,42.373797,-71.101468,#blue-star,"Johnson and Johnson, Moderna"
Cambridge: Osco (Mt. Auburn St),"699 Mt. Auburn Street, Cambridge, MA 02138",2138,All eligible people statewide,Indoor,Daily,https://www.mhealthappointments.com/covidappt,617-661-9337,,,,,42.374842,-71.148778,#blue-star,"Johnson and Johnson, Moderna, Pfizer"
Cambridge: Walgreens (1470 Massachusetts Ave),"1740 Massachusetts Ave, Cambridge, MA 02138",2138,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.384521,-71.119493,#blue-star,Moderna
Cambridge: Walgreens (625 Massachusetts Ave),"625 Massachusetts Ave, Cambridge, MA 02139",2139,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.365265,-71.103484,#blue-star,Moderna
Cambridge: Walgreens (River St.),"330 River St., Cambridge, MA 02139",2139,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.362065,-71.11406,#blue-star,Moderna
